report_month,magnitude_full_vector_dispersion_firm,magnitude_full_vector_dispersion_industry,magnitude_full_vector_dispersion_market,magnitude_macro_vector_dispersion_firm,magnitude_macro_vector_dispersion_industry,magnitude_macro_vector_dispersion_market,magnitude_industry_vector_dispersion_firm,magnitude_industry_vector_dispersion_industry,magnitude_industry_vector_dispersion_market,magnitude_firm_specific_vector_dispersion_firm,magnitude_firm_specific_vector_dispersion_industry,magnitude_firm_specific_vector_dispersion_market,topic_binary_full_vector_dispersion_firm,topic_binary_full_vector_dispersion_industry,topic_binary_full_vector_dispersion_market,topic_binary_macro_vector_dispersion_firm,topic_binary_macro_vector_dispersion_industry,topic_binary_macro_vector_dispersion_market,topic_binary_industry_vector_dispersion_firm,topic_binary_industry_vector_dispersion_industry,topic_binary_industry_vector_dispersion_market,topic_binary_firm_specific_vector_dispersion_firm,topic_binary_firm_specific_vector_dispersion_industry,topic_binary_firm_specific_vector_dispersion_market,topic_discussion_full_vector_dispersion_firm,topic_discussion_full_vector_dispersion_industry,topic_discussion_full_vector_dispersion_market,topic_discussion_macro_vector_dispersion_firm,topic_discussion_macro_vector_dispersion_industry,topic_discussion_macro_vector_dispersion_market,topic_discussion_industry_vector_dispersion_firm,topic_discussion_industry_vector_dispersion_industry,topic_discussion_industry_vector_dispersion_market,topic_discussion_firm_specific_vector_dispersion_firm,topic_discussion_firm_specific_vector_dispersion_industry,topic_discussion_firm_specific_vector_dispersion_market,magnitude_std_firm,magnitude_std_industry,magnitude_std_market,sentiment_std_firm,sentiment_std_industry,sentiment_std_market,magnitude_full_vector_dispersion_market_1m_dif,magnitude_full_vector_dispersion_industry_1m_dif,magnitude_std_market_1m_dif,magnitude_std_industry_1m_dif,magnitude_mean_market,sentiment_mean_market,source_mean_market,factor_dispersion_mean_market,confidence_mean_market,macro_topic_share_mean_market,industry_topic_share_mean_market,firm_specific_topic_share_mean_market,sp500_return,spindx,bw_sentiment_orth,num_of_reports_firm,num_of_reports_industry,num_of_reports_market,yearmo,magnitude_std_across_industry,sentiment_std_across_industry,source_std_across_industry,factor_dispersion_std_across_industry,confidence_std_across_industry,macro_topic_share_std_across_industry,industry_topic_share_std_across_industry,firm_specific_topic_share_std_across_industry,vector_mamnitude_std_across_industry,vector_topic_binary_std_across_industry,vector_topic_discussion_std_across_industry
2000-01,-3.373275380917293,-3.1934494115338534,-0.2344714002449423,-2.4646830096472976,-1.749726333837744,-1.419952744225081,-3.165146366885116,-2.131071236807892,-0.4402825435820732,-3.476183650903016,-2.2251640780736714,1.3825086171699197,-3.498130123646465,-2.549770084971556,-0.7186865522656452,-2.8110210150182606,-2.8001408126880096,-2.3875746749542643,-3.1904301359347684,-2.09049212840256,-0.5661255345720596,-3.6342886714149536,-2.1716895694859906,0.8917618242580448,-3.2299284455858857,-3.203969951156548,-1.807175015856268,-2.50841166467754,-1.9562499914314564,-1.7936373783673154,-3.0370086923898367,-2.2555234702317817,-1.4180838466382322,-3.307416685900765,-3.030270515178757,-0.36631950753348025,-3.3938516541891857,-2.538954877533018,-1.5438950802968203,0.0274892795562745,0.3208311615148026,1.2498796517015829,,,,,2.5828326580687997,2.9892105436865424,-1.9489427045650072,-1.2451082001962726,2.5343734558167483,-2.02084358588463,-1.6564892852732649,2.1159950173490207,-1.26964599722798,-0.3857043224559626,0.8305168908544158,1.2120343839541547,14.405405405405405,578,-1.6572036947573536,2.574122299123117,1.9546072577031366,2.014240873914977,1.5722102428729348,0.5622454314719514,0.10886470109416692,2.659886197712749,2.963727799632205,1.4424304716308436,0.7970136173375291,1.0162104583918214
2000-02,-3.196175889591692,-3.490340103615736,0.21063553314234906,-2.4248344143801317,-2.2141475270863493,-1.6442004807032982,-3.0571546274636585,-1.8495200939221437,-0.3389991635464309,-3.2550237410715908,-2.842146715132181,1.8276436621127343,-3.297443629913282,-3.3239002684519363,-0.4821363276225701,-2.7610040005063703,-3.3663814669039547,-2.415170422549178,-3.0805168683415403,-3.0234461311769723,-0.4511270191022211,-3.3978178508043886,-2.8374112593961605,1.0699607340047954,-3.0710795359069567,-3.819869435782851,-2.5594660279909784,-2.4365102451630136,-2.5407766249810604,-1.9316987586658332,-2.941428926033757,-2.93202017929302,-2.165033087194097,-3.1275029191631463,-3.485794973344919,-0.8844010067671201,-4.988521492659653,-1.9570709587240085,-1.5608203051082268,0.7544813161069281,0.8824675590524648,0.8021655038791824,0.3654177996771245,-0.3018333579819896,-0.022568380732410118,0.5872218719904456,2.882328118447408,3.2309852241100905,-2.2318014220670923,-1.7186034890325048,4.352475075176861,-1.982212061498417,-1.6149197807907774,2.068940948335483,-0.566456190312521,-0.4270651884276753,0.6030677971452292,1.2702205882352942,12.297297297297295,485,-1.6555555558267148,1.1560581297705712,0.8243761508894859,0.6496266633990169,0.9279771285115073,1.1985196894991386,1.1839779549359855,1.6789898539297865,1.649334703204572,1.9149472914235603,3.021279212965497,1.4990792528732
2000-03,-3.0054920770198463,-2.283044066163662,2.7366500851062443,-2.3666547423065416,-1.7283843727511148,-1.592256684129798,-2.855261139485961,-1.1384428571247758,1.245595534565514,-3.0454778157747606,-1.398180701296082,3.126119892290603,-3.0957395314187246,-2.577326872269215,-1.6651329447413408,-2.7299783576525516,-2.6355000025620607,-2.8842746318987564,-2.8565815638661403,-2.1542974497949388,-0.0863529999273824,-3.179422759554676,-2.2731719057231072,0.2515649360603327,-2.8921412328372447,-1.8013237666760913,0.4804624917667559,-2.394573103446196,-2.053237930907577,-1.9536189844159484,-2.725616038688612,-1.2359032515194064,-0.14187602576399974,-2.946277258915582,-1.4860684519569218,2.1271766394013594,-4.0619952649083135,-2.8487718413396186,-0.3302280634429356,-0.8934585923326697,1.2755264224665228,1.5938411112192672,2.104981980082695,1.1637641287821228,1.359490398414602,-0.92974149180431,2.902556573066141,2.9438730840946654,-2.108088291075658,-0.09619692297484596,2.3708055935051187,-2.1655452393073205,-0.5177752026413828,1.429106434080044,2.1011713834736607,-0.2321203936052236,1.237738805061254,1.342443729903537,12.757575757575758,444,-1.653907416896076,2.6248368382874023,1.857974778575362,1.659849032017869,1.2728600467860842,1.5464708502853377,-3.4070706105578234e-05,0.9245850345595595,0.1229188979796379,-0.20533298029034178,1.4779705120766697,2.137446425855925
2000-04,-2.793941285183163,-0.8421426329682872,-0.7207546218814391,-2.2928910671338008,-1.1696956914419794,-1.5132539884548248,-2.6657051086774457,-2.7994382529990745,-0.5435172544399981,-2.8093100104147894,1.2371245637004715,1.0614293310045653,-2.8711240861100005,-1.6103773348537531,-1.3185271651980193,-2.619070107082183,-2.1248813799859008,-2.6227913576914594,-2.6974622886591675,-0.9027959238799382,-0.7981197490702893,-2.9175822110783183,-1.3841900145598731,0.648022692480244,-2.7358905507454554,-1.768959295619423,-2.73260008294592,-2.3261989748446723,-1.5007878662659853,-1.8649575939225949,-2.6225442196223008,-2.824830041465218,-2.0571601449238544,-2.7582834012656576,-0.6748280582190882,-1.31540004953543,-3.2586635567381133,-2.0131455182922187,-2.626455286220339,1.3164161547391682,2.5125469588509084,2.662494919726552,-2.8969420487892483,1.3913764818056031,-2.5476868029321302,0.8484338027179532,3.2413733747631124,4.7600058605862685,-2.3318128662730806,-2.2187359445489814,4.6237758085099685,-2.1695633396438407,-1.924139369686652,2.368901614950709,-0.810503880152514,-0.30019471473912285,0.5054097005068351,1.3973988439306355,16.684210526315788,664,-1.652259277965437,0.05041177081684586,1.845492295620499,0.6801728819708155,0.8448114274511903,-0.3363617063922486,0.12627054590795486,0.012611972861451713,0.9341576084254685,0.15740665536652754,0.828957275984032,0.6728818707407914
2000-05,-2.5395634241142413,-3.875424081019677,0.036804192198489454,-2.1601327272841924,-1.295175291699636,-1.1013974313508017,-2.3847162025641744,-2.670362904059292,-1.0255754794074992,-2.5740499175057026,-3.0775251093434917,1.8021314041564798,-2.623745481557518,-3.603694573617247,-0.1554608121190616,-2.4730783332152053,-2.93340145305668,-2.2579766481595107,-2.3746289021423586,-3.290165413579422,0.6426737205622772,-2.6867945663735133,-3.318611336053645,1.0386732773302505,-2.5146856092633616,-3.494005997131522,-1.6071885265452863,-2.195879851796539,-1.6884861363810857,-1.52708886602162,-2.3686956159000143,-3.082001365804097,-2.009687072737208,-2.5559844668492366,-3.2181673153606165,0.1188092018165954,-4.413181141437488,-2.9562768115545133,-1.3484951420549272,0.9810071742560084,0.7960717699564812,1.826604104959236,0.6266163723100873,-2.9680232239144044,1.4119667983522814,-0.9826858820155244,2.8492145712911627,3.7928440384761903,-2.3580800909318027,-2.120074082970213,2.2113646287112387,-1.9002306520408507,-1.8297953976770496,2.1711917894828354,-0.6077168729042939,-0.3471460829231322,0.9941259272550688,1.4714475431606906,12.846153846153848,530,-1.6506111390347982,3.1227460898524964,5.39125486511949,0.615175313338853,0.46538592733237844,0.7030114047498505,1.0126980211353136,1.251756065363128,0.27575521887416676,1.5501083330402412,1.9478839114105861,2.4260172512966376
2000-06,-2.371356097599094,-1.3490341577641018,3.965728069113336,-2.097645009610648,-1.423672657491421,-1.1862321383710894,-2.24048547954975,-2.5693518875334744,0.8992573481240292,-2.4028368869277545,0.7426087420902456,4.538241955889041,-2.541622490185589,-2.9162047515316627,-0.550838243984808,-2.4360864390315533,-2.742464799208063,-2.251164899077438,-2.339934116049468,-2.7297822125431424,-0.728089931700042,-2.5896828967836365,-2.556825511208871,1.0249782935923273,-2.3619596346426204,-0.8751203029132116,1.102377995035527,-2.156139542879417,-1.9218470149626488,-1.3620855201114894,-2.271439372922585,-2.0908798964731345,-1.0248220646488209,-2.379001623961175,0.2437876377933749,3.536086064837486,-3.7873454322270117,-2.467554570057454,0.4556410087048465,1.9855815408360424,1.0540019622380925,2.8993206759831422,3.277763889406939,2.4490172465506204,1.99488943377162,0.4913177535065475,3.0123252902161286,3.41944972717916,-1.7322015848830774,-0.7279106468629256,2.611460141657894,-1.8798255915828328,-0.9562464305314844,1.5784839496817429,0.4391901753249205,-0.2969938203326104,1.3197768877066054,1.5131414267834793,9.636363636363637,332,-1.6489630001041593,2.973213916241126,2.364333294023628,3.000754002729501,1.0051140783506958,1.489795022810222,-0.0007931341627065975,4.296351516678085,3.839331484977829,1.4248722986963174,0.8887586899929025,1.9021249075308113
2000-07,-2.3413024258751824,-0.7231963268673277,0.8204569058233578,-2.14936512886274,-1.6497303412551796,-1.5196762004632152,-2.2956246964174984,-1.6051072488760132,-1.2182772508977289,-2.3054348059370686,1.0924333219983886,2.8192889522584847,-2.461999904772485,-0.8967796305745565,-1.4969846010283625,-2.3824565319737645,-1.8426711903305024,-2.37419533972259,-2.2838522758829867,-1.5946102954239962,-1.6805480273620803,-2.5028767398501395,-0.18029143246703844,0.4802796732825029,-2.350397363415515,-1.8136369255148408,-2.065487898220574,-2.2078383858706765,-1.6777264418175504,-1.7413237301128708,-2.273504099191243,-1.9826843266762348,-2.0095650378380814,-2.3517775309309408,-1.0181612226833592,-0.37793790396768784,-3.6783441917147073,-2.38799082558606,-0.3858706491165994,1.1334339515635627,1.69529152280467,2.3261489387865897,-2.6360095944734763,0.5972229743804695,-0.936084182740086,0.07011467827585458,2.096653294714939,3.569247331876293,-1.9828509297760049,-0.37000444105980734,3.233063158132526,-1.8963031439248583,-2.249499536389711,2.4490909290909983,-0.4804412532216477,-0.33205615214957224,1.8329145630536376,1.5497630331753554,18.102564102564106,759,-1.6473148611735207,2.1189292508474824,1.28748807223015,0.2548238972291156,0.330341126699892,0.15222548516905732,-1.1642383331876522,0.4252517097890752,0.6175171438145567,0.3994578646382034,-0.08138961196873255,-0.3369438125505395
2000-08,-2.3051662744333883,-2.0724585786056857,1.8351735902187591,-2.08398480304697,-0.9136759354920236,-0.8363277361134851,-2.2620873870966394,-0.410967495219364,1.0838531233028168,-2.2846099909759823,-2.819514803817046,1.828172310801625,-2.4259953093412414,-3.632319193885572,-0.7103933510396518,-2.4144579835613893,-2.827493262977662,-2.763117628226794,-2.262815332770264,-2.8169016183548936,1.1350244057649903,-2.4486361718301137,-3.506638425882848,0.6985077462453575,-2.3132883262918664,-2.292324042923743,-0.8333795735275251,-2.160235050167816,-1.4120991699132888,-1.3370529745719535,-2.221406399087824,-1.19561574160215,-0.7764013884453039,-2.3289193706353823,-2.8804609093141638,-0.0464523105285069,-3.829320085646694,-0.9726866564157748,0.016905691987930814,1.061125601003418,1.8062519666367667,2.4085403884468155,0.8415911342440991,-1.3272067924706896,0.4423968397018031,1.4451758799446863,2.683644683115373,3.4785143534427974,-2.078968569933924,-1.5521767956974468,2.290734513755113,-1.9469540861102363,-0.6774165900099129,1.4261536773526842,1.2786749542327935,-0.2039466225617244,1.738851874895634,1.5577830188679245,13.028571428571427,492,-1.6456667222428818,2.494091095082325,1.9642935165858952,1.6485314831089406,-0.015729712100976793,0.5800656793239958,0.4135094564042634,2.2121967772856634,2.5776534370242494,2.2762636754404424,1.9316376238602373,1.0338415180661447
2000-09,-2.3195848823473635,-1.7992986762930447,3.9627747188418363,-2.028566437299588,-1.2111099314175136,-0.9878207244828074,-2.217583813158956,-1.87985706994387,1.1601893378468495,-2.3282125385763237,-1.0001036780341472,3.5825261833857214,-2.4285924217854657,-3.250914906202905,-1.6282245452950628,-2.4201370612204847,-2.715760415151021,-2.2894116141400955,-2.2531165121051435,-3.18290732640108,-1.6166320277020292,-2.449848510027071,-2.968907807932816,0.3706741406262674,-2.2970409938662835,-2.0608856912983127,1.0176725123668933,-2.1051152745386807,-1.4185971184970998,-1.1179114351179416,-2.158581284807082,-1.920310437299552,0.34500390252893204,-2.331400945769297,-1.9505183939926158,1.7143643433054176,-3.0862015322955303,0.20559054703977594,2.694599358722884,2.0695458080491407,1.7410014632701611,3.2995918146968086,1.7719226390291394,0.2535928414845188,2.96265771476659,1.2011714474389534,1.414430963594318,1.8988585775190043,-1.0429079144989502,0.10241716477518156,2.5458048489327068,-1.8089029235372116,-0.458016427085552,1.2107604165998822,-1.3285343759796029,-0.32367777416386145,1.764121815009301,1.547147846332945,11.527777777777779,436,-1.644018583312243,2.3986948079017143,2.7769444670679073,1.3661808209506052,1.1188341955638972,0.18567081396681914,0.166846955175225,1.6980130377490612,0.986092315614282,1.798854575175122,2.0647714434307276,1.780924723534936
2000-10,-2.197143636580892,-0.3000273666833156,0.5650527788847544,-1.8640579941195492,-0.8952478958493787,-0.9371183344104068,-2.177251021623408,-0.5850494051951418,-0.7675517239227283,-2.1818840521502114,0.8222912563744991,1.97497680498292,-2.2642549175991697,-0.01433788116697511,-1.241205808488436,-2.2101649968787607,-1.1625363986005173,-1.3156932630138942,-2.116547709385224,-0.9119236346656616,-2.3291065572811998,-2.294008094122067,0.6997017516134971,0.21709599877010866,-2.1658922511175422,-1.1748774892053977,-2.3146645856061103,-1.9315533371214533,-1.0594444273163488,-1.1395865443431823,-2.133072095609544,-1.4645733831383794,-1.9906653744977625,-2.1783719155315397,-0.4943283401368512,-1.0350635988036327,-2.8716809870233724,-1.3707920134206295,0.8355677805334286,1.2617257066628291,1.7733178363746092,2.294630915447645,-2.8470493948400355,1.4482489049535685,-2.063340815766028,-1.634578444620295,1.5008399088188542,2.467088858130829,-1.3428699133587259,-1.7028664375160336,2.7041816221148656,-1.308649589353033,-2.2782047329583692,2.1741138151366286,-0.22034139965059973,-0.33416549731146744,1.9962059739303932,1.5826771653543308,21.69230769230769,902,-1.642370444381604,0.36404205252631716,1.1680201514126276,0.13173748210145508,-0.4584233184316273,-0.16426014097167205,-0.7203718055739653,-0.7215580178131598,-0.03560979522316912,-0.2661930637955297,-1.5544097509222505,-0.5815336063569965
